검진청구항목기준년도,건강검진청구항목코드,건강검진청구항목코드명,건강검진유형구분코드,건강검진유형상세코드
2018,P1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),P
2018,P1101028,(기본검진)상담료공휴일가산,(기본검진)상담료공휴일가산,P
2018,P2101001,상담료및행정비용,상담료및행정비용,P
2019,D3101047,(위암)위장조영검사(직촬/바륨분말300g),(위암)위장조영검사(직촬/바륨분말300g),D
2019,D3101048,(위암)위장조영검사(직촬/바륨분말340g),(위암)위장조영검사(직촬/바륨분말340g),D
2019,D3101049,(위암)위장조영검사(CR/DR/바륨분말300g),(위암)위장조영검사(CR/DR/바륨분말300g),D
2018,P1101029,장애인안전편의관리비,장애인안전편의관리비,P
2018,R3501004,(자궁경부암)장애인안전편의관리비,(자궁경부암)장애인안전편의관리비,R
2018,P1101030,C형간염항체(일반),C형간염항체(일반),P
2018,P1101031,C형간염항체(EIA),C형간염항체(EIA),P
2018,P1101032,C형간염항체(RIA),C형간염항체(RIA),P
2018,E9001018,상담및행정비용공휴일가산(1차~2차),상담및행정비용공휴일가산(1차~2차),E
2019,D3101050,(위암)위장조영검사(CR/DR/바륨분말340g),(위암)위장조영검사(CR/DR/바륨분말340g),D
2019,D3101051,(위암)위장조영검사(FullPACS/바륨분말300g),(위암)위장조영검사(FullPACS/바륨분말300g),D
2019,D3101052,(위암)위장조영검사(FullPACS/바륨분말340g),(위암)위장조영검사(FullPACS/바륨분말340g),D
2019,D3102065,(위암)바륨분말300g,(위암)바륨분말300g,D
2019,D3102066,(위암)바륨분말340g,(위암)바륨분말340g,D
2019,A1101001,상담료,상담료,A
2019,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2019,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2019,A1101005,요검사,요검사,A
2019,A1101006,AST(SGOT),AST(SGOT),A
2019,A1101007,ALT(SGPT),ALT(SGPT),A
2019,A1101008,감마지피티,감마지피티,A
2019,A1101009,혈청크레아티닌,혈청크레아티닌,A
2019,A1101010,총콜레스테롤,총콜레스테롤,A
2019,A1101011,트리글리세라이드,트리글리세라이드,A
2019,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2019,A1101013,혈색소,혈색소,A
2019,A1101014,공복혈당,공복혈당,A
2019,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2019,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2019,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2019,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2019,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2019,A1101021,노인신체기능검사,노인신체기능검사,A
2019,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2019,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2019,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2019,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2019,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2019,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2019,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2019,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2019,A1101043,C형간염항체(일반),C형간염항체(일반),A
2010,A1101012,HDL콜레스테롤(LDL포함),HDL콜레스테롤(LDL포함),A
2010,A1101013,혈색소,혈색소,A
2010,A1101014,공복혈당,공복혈당,A
2010,A1101015,B형간염항원(일반),B형간염항원(일반),A
2010,A1101016,B형간염항원(정밀EIA),B형간염항원(정밀EIA),A
2010,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2010,A1101018,말단골밀도측정(PDEXA),말단골밀도측정(PDEXA),A
2001,B2101029,간장질환(간염미포함),간장질환(간염미포함),B
2001,B2101030,당뇨질환,당뇨질환,B
2001,B2101031,신장질환,신장질환,B
2001,B2101032,빈혈증,빈혈증,B
2001,B2101033,고혈압당뇨질환동시실시,고혈압당뇨질환동시실시,B
2001,C1101001,구강검사,구강검사,C
2001,D9001001,암진찰및상담,암진찰및상담,D
2001,D9001002,위장조영촬영(위암),위장조영촬영(위암),D
2001,D9001003,상부소화관검사,상부소화관검사,D
2001,D9001004,위조직검사,위조직검사,D
2001,D9001005,간초음파검사(간암),간초음파검사(간암),D
2001,D9001006,분변잠혈반응검사(결직장암),분변잠혈반응검사(결직장암),D
2001,D9001007,대장조영촬영,대장조영촬영,D
2001,D9001008,대장경검사,대장경검사,D
2001,D9001009,S상결장경검사,S상결장경검사,D
2012,A1101001,상담료,상담료,A
2012,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2012,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2012,A1101005,요검사,요검사,A
2012,A1101006,AST(SGOT),AST(SGOT),A
2012,A1101007,ALT(SGPT),ALT(SGPT),A
2012,A1101008,감마지피티,감마지피티,A
2012,A1101009,혈청크레아티닌,혈청크레아티닌,A
2012,A1101010,총콜레스테롤,총콜레스테롤,A
2012,A1101011,트리글리세라이드,트리글리세라이드,A
2012,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2012,A1101013,혈색소,혈색소,A
2012,A1101014,공복혈당,공복혈당,A
2012,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2012,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2012,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2012,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2012,A1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),A
2012,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2012,A1101021,노인신체기능검사,노인신체기능검사,A
2012,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2012,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2012,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2012,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2012,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2012,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2012,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2012,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2012,A1102044,촬영및판독료,촬영및판독료,A
2012,A1102045,필름14*14,필름14*14,A
2012,A1102046,필름14*17,필름14*17,A
2012,A1102047,CRorDR,CRorDR,A
2012,A1102048,FullPACS,FullPACS,A
2012,A2101030,2차사후상담,2차사후상담,A
2012,A2101031,식전혈당(혈액화학분석기),식전혈당(혈액화학분석기),A
2012,A2101032,생활습관흡연,생활습관흡연,A
2012,A2101033,생활습관음주,생활습관음주,A
2012,A2101034,생활습관운동,생활습관운동,A
2012,A2101035,생활습관영양,생활습관영양,A
2012,A2101036,생활습관비만,생활습관비만,A
2012,A2101037,생활습관상담료(기본료),생활습관상담료(기본료),A
2012,A2101038,CES-D우울증검사,CES-D우울증검사,A
2012,A2101039,GDS우울증검사,GDS우울증검사,A
2012,A2101040,KDSQ-C인지기능장애검사,KDSQ-C인지기능장애검사,A
2017,E9001014,건강교육(영유아돌연사),건강교육(영유아돌연사),E
2017,E9001015,건강교육(전자미디어노출),건강교육(전자미디어노출),E
2017,D3201009,(대장암)대장내시경검사(전처치재료2L),(대장암)대장내시경검사(전처치재료2L),D
2009,A1101018,말단골밀도측정(PDEXA),말단골밀도측정(PDEXA),A
2009,A1101020,기타초음파(QUS),기타초음파(QUS),A
2009,A1101021,노인기능검사,노인기능검사,A
2009,A1101022,B형간염항체(일반),B형간염항체(일반),A
2009,A1101023,B형간염항체(정밀),B형간염항체(정밀),A
2009,A2101032,생활습관흡연,생활습관흡연,A
2009,A2101033,생활습관음주,생활습관음주,A
2009,A2101034,생활습관운동,생활습관운동,A
2009,A2101035,생활습관영양,생활습관영양,A
2009,A2101036,생활습관비만,생활습관비만,A
2009,A2101037,생활습관상담료(기본료),생활습관상담료(기본료),A
2009,A2101038,CES-D우울증검사,CES-D우울증검사,A
2009,A2101039,GDS우울증검사,GDS우울증검사,A
2009,A2101040,KDSQ-C인지기능장애검사,KDSQ-C인지기능장애검사,A
2009,A2101041,식전혈당(자가혈당측정기),식전혈당(자가혈당측정기),A
2009,C1101001,구강검사진찰및상담,구강검사진찰및상담,C
2009,C1101002,치면세균막검사,치면세균막검사,C
2009,D3101001,(위암)상담료및행정비용,(위암)상담료및행정비용,D
2009,D3101002,(위암)위장조영검사,(위암)위장조영검사,D
2009,D3101003,(위암)위내시경검사,(위암)위내시경검사,D
2009,D3101004,(위암)조직검사(1-3개),(위암)조직검사(1-3개),D
2009,D3101027,(위암)조직검사(4-6개),(위암)조직검사(4-6개),D
2009,D3101028,(위암)조직검사(7-9개),(위암)조직검사(7-9개),D
2009,D3101029,(위암)조직검사(10-12개),(위암)조직검사(10-12개),D
2009,D3101030,(위암)조직검사(13개이상),(위암)조직검사(13개이상),D
2009,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2009,D3201007,(대장암)대장이중조영검사,(대장암)대장이중조영검사,D
2009,D3201008,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2009,D3201011,(대장암)조직검사(1-3개),(대장암)조직검사(1-3개),D
2009,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2009,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2009,D3201031,(대장암)조직검사(4-6개),(대장암)조직검사(4-6개),D
2009,D3201032,(대장암)조직검사(7-9개),(대장암)조직검사(7-9개),D
2009,D3201033,(대장암)조직검사(10-12개),(대장암)조직검사(10-12개),D
2009,D3201034,(대장암)조직검사(13개이상),(대장암)조직검사(13개이상),D
2009,D3301012,(유방암)유방촬영,(유방암)유방촬영,D
2009,D3301023,(유방암)상담료및행정비용,(유방암)상담료및행정비용,D
2009,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2009,D3401005,(간암)초음파검사,(간암)초음파검사,D
2009,D3401018,(간암)ALT,(간암)ALT,D
2009,D3401019,(간암)B형간염항원(일반),(간암)B형간염항원(일반),D
2009,D3401020,(간암)C형간염항체(일반),(간암)C형간염항체(일반),D
2009,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2009,D3401025,(간암)B형간염항원(정밀),(간암)B형간염항원(정밀),D
2009,D3501017,(자궁암)자궁경부세포검사,(자궁암)자궁경부세포검사,D
2009,D3501024,(자궁암)상담료및행정비용,(자궁암)상담료및행정비용,D
2009,E9001001,상담및행정비용,상담및행정비용,E
2009,E9001002,발달평가및상담,발달평가및상담,E
2009,E9001003,건강교육(안전),건강교육(안전),E
2009,A2101030,2차사후상담,2차사후상담,A
2009,A2101031,식전혈당(혈액화학분석기),식전혈당(혈액화학분석기),A
2009,E9001004,건강교육(영양),건강교육(영양),E
2009,E9001005,건강교육(수면),건강교육(수면),E
2009,E9001006,건강교육(구강),건강교육(구강),E
2009,E9001007,건강교육(취학전교육),건강교육(취학전교육),E
2010,A1101001,상담료,상담료,A
2010,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2010,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2010,A1101005,요검사,요검사,A
2010,A1101006,AST(SGOT),AST(SGOT),A
2010,A1101007,ALT(SGPT),ALT(SGPT),A
2010,A1101008,감마지피티,감마지피티,A
2010,A1101009,혈청크레아티닌,혈청크레아티닌,A
2010,A1101010,총콜레스테롤,총콜레스테롤,A
2010,A1101011,트리글리세라이드,트리글리세라이드,A
2009,A1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),A
2007,B1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),B
2007,B1101018,말단골밀도측정(PDEXA),말단골밀도측정(PDEXA),B
2007,B1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),B
2007,B1101020,기타초음파(QUS),기타초음파(QUS),B
2007,B1101021,노인기능검사,노인기능검사,B
2007,B2101030,2차사후상담,2차사후상담,B
2007,B2101031,식전혈당(당뇨확진),식전혈당(당뇨확진),B
2007,B2101032,생활습관흡연,생활습관흡연,B
2007,E9001003,건강교육(안전),건강교육(안전),E
2007,E9001004,건강교육(영양),건강교육(영양),E
2007,E9001005,건강교육(수면),건강교육(수면),E
2007,E9001006,건강교육(구강),건강교육(구강),E
2007,E9001007,건강교육(취학전교육),건강교육(취학전교육),E
2007,F9001001,구강검진,구강검진,F
2007,G9001001,결핵균집균도말검사,결핵균집균도말검사,G
2007,G9001002,결핵균배양및동정검사,결핵균배양및동정검사,G
2007,G9001003,결핵균약제감수성검사,결핵균약제감수성검사,G
2002,A1101008,요검사,요검사,A
2002,A1101009,심전도검사,심전도검사,A
2002,A1101010,흉부방사선검사,흉부방사선검사,A
2002,A1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,A
2002,A1101012,간염검사,간염검사,A
2002,A2101021,진찰료(재),진찰료(재),A
2002,A2101022,폐결핵및흉부(도말유),폐결핵및흉부(도말유),A
2002,A2101023,폐결핵및흉부(도말무),폐결핵및흉부(도말무),A
2002,A2101024,기타흉부질환,기타흉부질환,A
2002,A2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),A
2002,A2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),A
2002,A2101027,고지혈증,고지혈증,A
2002,A2101028,간장질환(간염포함),간장질환(간염포함),A
2002,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2002,A2101030,당뇨질환,당뇨질환,A
2002,A2101031,신장질환,신장질환,A
2002,A2101032,빈혈증,빈혈증,A
2002,A2101033,고혈압당뇨질환동시실시,고혈압당뇨질환동시실시,A
2002,B1101001,진찰및상담,진찰및상담,B
2002,B1101002,혈청지오티,혈청지오티,B
2002,B1101003,혈청지피티,혈청지피티,B
2002,B1101004,혈당,혈당,B
2002,B1101005,총콜레스테롤,총콜레스테롤,B
2002,B1101006,감마지티피,감마지티피,B
2002,B1101007,혈색소,혈색소,B
2002,B1101008,요검사,요검사,B
2002,B1101009,심전도검사,심전도검사,B
2002,B1101010,흉부방사선검사,흉부방사선검사,B
2002,B1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,B
2002,B1101012,간염검사,간염검사,B
2002,B2101021,진찰료(재),진찰료(재),B
2020,D3102060,(위암)병리조직검사,(위암)병리조직검사,D
2020,D3102059,(위암)내시경하생검,(위암)내시경하생검,D
2019,P2101011,성매개질환,성매개질환,P
2018,D3101044,(위암)상담료공휴일가산,(위암)상담료공휴일가산,D
2018,D3101045,(위암)장애인안전편의관리비(조영),(위암)장애인안전편의관리비(조영),D
2018,D3101002,(위암)위장조영검사(직촬),(위암)위장조영검사(직촬),D
2018,D3101035,(위암)위장조영검사(CR/DR),(위암)위장조영검사(CR/DR),D
2018,D3101036,(위암)위장조영검사(FullPacs),(위암)위장조영검사(FullPacs),D
2018,D3101003,(위암)위내시경검사,(위암)위내시경검사,D
2018,D3101004,(위암)조직검사(1-3),(위암)조직검사(1-3),D
2018,D3101027,(위암)조직검사(4-6),(위암)조직검사(4-6),D
2018,D3101028,(위암)조직검사(7-9),(위암)조직검사(7-9),D
2018,D3101029,(위암)조직검사(10-12),(위암)조직검사(10-12),D
2018,D3101030,(위암)조직검사(13이상),(위암)조직검사(13이상),D
2018,D3101040,(위암)포셉,(위암)포셉,D
2018,D3102049,(위암)촬영및판독료,(위암)촬영및판독료,D
2018,D3102050,(위암)필름료10*12:6매,(위암)필름료10*12:6매,D
2018,D3102053,(위암)CRorDR,(위암)CRorDR,D
2018,D3102054,(위암)FullPACS,(위암)FullPACS,D
2018,D3102051,(위암)바륨액,(위암)바륨액,D
2018,D3102052,(위암)발포과립,(위암)발포과립,D
2018,D3102055,(위암)검사료,(위암)검사료,D
2018,D3102048,(위암)세척료,(위암)세척료,D
2016,D3301047,(유방암)상담료공휴일가산,(유방암)상담료공휴일가산,D
2016,D3302065,(유방암)촬영및판독료,(유방암)촬영및판독료,D
2016,D3302066,(유방암)필름료(유방전용필름:4매),(유방암)필름료(유방전용필름:4매),D
2016,D3302067,(유방암)CRorDR,(유방암)CRorDR,D
2016,D3302068,(유방암)FullPACS,(유방암)FullPACS,D
2016,D3401005,(간암)초음파검사,(간암)초음파검사,D
2016,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2016,D3401015,(간암)혈청알파태아단백(EIA),(간암)혈청알파태아단백(EIA),D
2016,D3401018,(간암)ALT,(간암)ALT,D
2016,D3401019,(간암)B형간염표면항원(일반),(간암)B형간염표면항원(일반),D
2016,D3401020,(간암)C형간염항체(일반),(간암)C형간염항체(일반),D
2016,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2016,D3401025,(간암)B형간염표면항원(EIA),(간암)B형간염표면항원(EIA),D
2016,D3401026,(간암)C형간염항체(EIA),(간암)C형간염항체(EIA),D
2016,D3401041,(간암)혈청알파태아단백(RIA),(간암)혈청알파태아단백(RIA),D
2016,D3401042,(간암)B형간염표면항원(RIA),(간암)B형간염표면항원(RIA),D
2016,D3401043,(간암)C형간염항체(RIA),(간암)C형간염항체(RIA),D
2014,C1101002,치면세균막검사,치면세균막검사,C
2014,E9001001,상담및행정비용,상담및행정비용,E
2014,E9001002,발달평가및상담,발달평가및상담,E
2014,E9001003,건강교육(안전),건강교육(안전),E
2014,E9001004,건강교육(영양),건강교육(영양),E
2014,E9001005,건강교육(수면),건강교육(수면),E
2014,E9001006,건강교육(구강),건강교육(구강),E
2014,E9001007,건강교육(취학전교육),건강교육(취학전교육),E
2014,E9001008,건강교육(대소변가리기),건강교육(대소변가리기),E
2014,E9001009,건강교육(정서및사회성),건강교육(정서및사회성),E
2014,E9001010,건강교육(개인위생),건강교육(개인위생),E
2014,E9001011,건강교육(기본료),건강교육(기본료),E
2014,E9001012,상담및행정비용공휴일가산,상담및행정비용공휴일가산,E
2014,E9001013,건강교육(간접흡연),건강교육(간접흡연),E
2014,C1101001,구강검사진찰및상담,구강검사진찰및상담,C
2014,C1101003,구강검사진찰및상담공휴일가산,구강검사진찰및상담공휴일가산,C
2014,D3101001,(위암)상담료및행정비용,(위암)상담료및행정비용,D
2014,D3101002,(위암)위장조영검사(직촬),(위암)위장조영검사(직촬),D
2014,D3101003,(위암)위내시경검사,(위암)위내시경검사,D
2014,D3101004,(위암)조직검사(1-3),(위암)조직검사(1-3),D
2014,D3101027,(위암)조직검사(4-6),(위암)조직검사(4-6),D
2014,D3101028,(위암)조직검사(7-9),(위암)조직검사(7-9),D
2014,D3101029,(위암)조직검사(10-12),(위암)조직검사(10-12),D
2014,D3101030,(위암)조직검사(13이상),(위암)조직검사(13이상),D
2014,D3101035,(위암)위장조영검사(CR/DR),(위암)위장조영검사(CR/DR),D
2014,D3101036,(위암)위장조영검사(FullPacs),(위암)위장조영검사(FullPacs),D
2014,D3101044,(위암)상담료공휴일가산,(위암)상담료공휴일가산,D
2014,D3102049,(위암)촬영및판독료,(위암)촬영및판독료,D
2014,D3102050,(위암)필름료10*12:6매,(위암)필름료10*12:6매,D
2014,D3102051,(위암)바륨액,(위암)바륨액,D
2014,D3102052,(위암)발포과립,(위암)발포과립,D
2014,D3102053,(위암)CRorDR,(위암)CRorDR,D
2014,D3102054,(위암)FullPACS,(위암)FullPACS,D
2014,D3102055,(위암)검사료,(위암)검사료,D
2014,D3102056,(위암)주사약제(아트로핀),(위암)주사약제(아트로핀),D
2014,D3102057,(위암)주사약제(부스코판),(위암)주사약제(부스코판),D
2014,D3102058,(위암)주사료,(위암)주사료,D
2014,D3102059,(위암)내시경하생검,(위암)내시경하생검,D
2014,D3102060,(위암)병리조직검사1-3개,(위암)병리조직검사1-3개,D
2018,D3102056,(위암)주사약제(아트로핀),(위암)주사약제(아트로핀),D
2018,D3102057,(위암)주사약제(부스코판),(위암)주사약제(부스코판),D
2018,D3102058,(위암)주사료,(위암)주사료,D
2018,D3102059,(위암)내시경하생검,(위암)내시경하생검,D
2018,D3102060,(위암)병리조직검사1-3개,(위암)병리조직검사1-3개,D
2018,D3102061,(위암)병리조직검사4-6개,(위암)병리조직검사4-6개,D
2018,D3102062,(위암)병리조직검사7-9개,(위암)병리조직검사7-9개,D
2018,D3102063,(위암)병리조직검사10-12개,(위암)병리조직검사10-12개,D
2018,D3102064,(위암)병리조직검사13개이상,(위암)병리조직검사13개이상,D
2018,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2018,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2018,D3201046,(대장암)장애인안전편의관리비(분변),(대장암)장애인안전편의관리비(분변),D
2018,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2018,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2018,D3201007,(대장암)대장이중조영검사(직촬),(대장암)대장이중조영검사(직촬),D
2018,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2018,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2018,D3201008,(대장암)대장내시경검사(전처치재료4L),(대장암)대장내시경검사(전처치재료4L),D
2018,D3201009,(대장암)대장내시경검사(전처치재료2L),(대장암)대장내시경검사(전처치재료2L),D
2018,D3201011,(대장암)조직검사(1-3),(대장암)조직검사(1-3),D
2018,D3201031,(대장암)조직검사(4-6),(대장암)조직검사(4-6),D
2018,D3201032,(대장암)조직검사(7-9),(대장암)조직검사(7-9),D
2018,D3201033,(대장암)조직검사(10-12),(대장암)조직검사(10-12),D
2018,D3201034,(대장암)조직검사(13이상),(대장암)조직검사(13이상),D
2018,D3201040,(대장암)포셉,(대장암)포셉,D
2018,A1101001,상담료,상담료,A
2018,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2018,A1101056,장애인안전편의관리비,장애인안전편의관리비,A
2018,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2018,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2018,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2018,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2018,A1101005,요검사,요검사,A
2018,A1101013,혈색소,혈색소,A
2018,A1101014,공복혈당,공복혈당,A
2018,A1101010,총콜레스테롤,총콜레스테롤,A
2018,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2018,A1101011,트리글리세라이드,트리글리세라이드,A
2018,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2018,A1101006,AST(SGOT),AST(SGOT),A
2018,A1101007,ALT(SGPT),ALT(SGPT),A
2018,A1101008,감마지피티,감마지피티,A
2018,A1101009,혈청크레아티닌,혈청크레아티닌,A
2018,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2018,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2018,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2018,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2018,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2018,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2018,A1101043,C형간염항체(일반),C형간염항체(일반),A
2018,A1101044,C형간염항체(정밀EIA),C형간염항체(정밀EIA),A
2018,A1101045,C형간염항체(정밀RIA),C형간염항체(정밀RIA),A
2018,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2018,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2018,A1101054,정량적전산화단층(QCT),정량적전산화단층(QCT),A
2014,D3102061,(위암)병리조직검사4-6개,(위암)병리조직검사4-6개,D
2014,D3102062,(위암)병리조직검사7-9개,(위암)병리조직검사7-9개,D
2014,D3102063,(위암)병리조직검사10-12개,(위암)병리조직검사10-12개,D
2014,D3102064,(위암)병리조직검사13개이상,(위암)병리조직검사13개이상,D
2014,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2014,D3201007,(대장암)대장이중조영검사(직촬),(대장암)대장이중조영검사(직촬),D
2014,D3201008,(대장암)대장내시경검사(전처치재료4L),(대장암)대장내시경검사(전처치재료4L),D
2014,D3201011,(대장암)조직검사(1-3),(대장암)조직검사(1-3),D
2014,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2014,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2014,D3201031,(대장암)조직검사(4-6),(대장암)조직검사(4-6),D
2014,D3201032,(대장암)조직검사(7-9),(대장암)조직검사(7-9),D
2014,D3201033,(대장암)조직검사(10-12),(대장암)조직검사(10-12),D
2014,D3201034,(대장암)조직검사(13이상),(대장암)조직검사(13이상),D
2014,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2014,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2014,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2014,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2014,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2008,B1101016,B형간염항원(정밀),B형간염항원(정밀),B
2008,B1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),B
2008,B1101018,말단골밀도측정(PDEXA),말단골밀도측정(PDEXA),B
2008,B1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),B
2008,B1101020,기타초음파(QUS),기타초음파(QUS),B
2008,B1101021,노인기능검사,노인기능검사,B
2008,B1101022,B형간염항체(일반),B형간염항체(일반),B
2008,B1101023,B형간염항체(정밀),B형간염항체(정밀),B
2008,B2101030,2차사후상담,2차사후상담,B
2008,B2101031,식전혈당(혈액화학분석기),식전혈당(혈액화학분석기),B
2008,B2101032,생활습관흡연,생활습관흡연,B
2008,B2101033,생활습관음주,생활습관음주,B
2008,B2101034,생활습관운동,생활습관운동,B
2008,B2101035,생활습관영양,생활습관영양,B
2008,B2101036,생활습관비만,생활습관비만,B
2008,B2101037,생활습관상담료(기본료),생활습관상담료(기본료),B
2008,B2101038,CES-D우울증검사,CES-D우울증검사,B
2008,B2101039,GDS우울증검사,GDS우울증검사,B
2007,A1101014,1차흉부방사선(직촬14X17),1차흉부방사선(직촬14X17),A
2007,A2101021,상담료및행정비용(2차),상담료및행정비용(2차),A
2007,A2101022,2차흉부방사선(직촬14X17),2차흉부방사선(직촬14X17),A
2007,A2101023,결핵균집균도말검사,결핵균집균도말검사,A
2007,A2101024,2차흉부방사선(직촬14X14),2차흉부방사선(직촬14X14),A
2007,A2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),A
2007,A1101006,감마지티피(r-GTP),감마지티피(r-GTP),A
2007,A1101007,혈색소,혈색소,A
2007,A2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),A
2007,A2101027,고지혈증,고지혈증,A
2007,A2101028,간장질환(간염포함),간장질환(간염포함),A
2007,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2007,A2101030,당뇨질환,당뇨질환,A
2007,A2101031,신장질환,신장질환,A
2007,A2101032,빈혈증,빈혈증,A
2007,A2101033,정밀안저검사동시실시,정밀안저검사동시실시,A
2007,B1101001,상담료,상담료,B
2007,B1101002,흉부방사선간촬100mm,흉부방사선간촬100mm,B
