검진청구항목기준년도,건강검진청구항목코드,건강검진청구항목코드명,건강검진유형구분코드,건강검진유형상세코드
2018,D3302066,(유방암)필름료(유방전용필름:4매)-양측,(유방암)필름료(유방전용필름:4매)-양측,D
2018,D3302071,(유방암)필름료(유방전용필름:2매)-편측,(유방암)필름료(유방전용필름:2매)-편측,D
2018,D3302067,(유방암)CRorDR-양측,(유방암)CRorDR-양측,D
2018,D3302072,(유방암)CRorDR-편측,(유방암)CRorDR-편측,D
2018,D3302068,(유방암)FullPACS-양측,(유방암)FullPACS-양측,D
2018,D3302073,(유방암)FullPACS-편측,(유방암)FullPACS-편측,D
2018,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2018,D3401046,(간암)상담료공휴일가산,(간암)상담료공휴일가산,D
2018,D3401047,(간암)장애인안전편의관리비,(간암)장애인안전편의관리비,D
2018,D3401005,(간암)초음파검사,(간암)초음파검사,D
2018,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2018,D3401015,(간암)혈청알파태아단백(EIA),(간암)혈청알파태아단백(EIA),D
2018,D3401041,(간암)혈청알파태아단백(RIA),(간암)혈청알파태아단백(RIA),D
2018,D3501024,(자궁암)상담료및행정비용,(자궁암)상담료및행정비용,D
2018,D3501048,(자궁암)상담료공휴일가산,(자궁암)상담료공휴일가산,D
2018,D3501049,(자궁암)장애인안전편의관리비,(자궁암)장애인안전편의관리비,D
2018,D3501017,(자궁암)자궁경부세포검사,(자궁암)자궁경부세포검사,D
2018,D3502017,(자궁암)자궁경부세포검사(중복자궁),(자궁암)자궁경부세포검사(중복자궁),D
2018,D3601022,(간암하)상담료및행정비용,(간암하)상담료및행정비용,D
2018,D3601046,(간암하)상담료공휴일가산,(간암하)상담료공휴일가산,D
2018,D3601047,(간암하)장애인안전편의관리비,(간암하)장애인안전편의관리비,D
2018,D3601005,(간암하)초음파검사,(간암하)초음파검사,D
2018,D3601014,(간암하)혈청알파태아단백(RPHA),(간암하)혈청알파태아단백(RPHA),D
2018,D3601015,(간암하)혈청알파태아단백(EIA),(간암하)혈청알파태아단백(EIA),D
2018,D3601041,(간암하)혈청알파태아단백(RIA),(간암하)혈청알파태아단백(RIA),D
2018,E9001011,건강교육(기본료),건강교육(기본료),E
2018,E9001003,건강교육(안전),건강교육(안전),E
2018,E9001004,건강교육(영양),건강교육(영양),E
2018,E9001005,건강교육(수면),건강교육(수면),E
2018,E9001006,건강교육(구강),건강교육(구강),E
2018,E9001007,건강교육(취학전교육),건강교육(취학전교육),E
2018,E9001008,건강교육(대소변가리기),건강교육(대소변가리기),E
2018,E9001009,건강교육(정서및사회성),건강교육(정서및사회성),E
2018,E9001010,건강교육(개인위생),건강교육(개인위생),E
2018,E9001013,건강교육(간접흡연),건강교육(간접흡연),E
2018,E9001014,건강교육(영유아돌연사),건강교육(영유아돌연사),E
2018,E9001015,건강교육(전자미디어노출),건강교육(전자미디어노출),E
2018,F9001001,구강검진,구강검진,F
2018,F9001002,구강검진공휴일가산,구강검진공휴일가산,F
2018,P1101001,상담료,상담료,P
2018,P1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,P
2018,P1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,P
2018,P1101005,요검사,요검사,P
2018,P1101006,AST(SGOT),AST(SGOT),P
2018,P1101007,ALT(SGPT),ALT(SGPT),P
2018,P1101010,총콜레스테롤,총콜레스테롤,P
2007,J9001007,혈색소,혈색소,J
2007,J9001008,요검사,요검사,J
2007,J9001009,심전도검사,심전도검사,J
2007,J9001012,1차흉부방사선(직촬14X14),1차흉부방사선(직촬14X14),J
2007,J9001013,1차흉부방사선(100mm),1차흉부방사선(100mm),J
2007,J9001014,1차흉부방사선(직촬14X17),1차흉부방사선(직촬14X17),J
2007,J9001021,상담료및행정비용(2차),상담료및행정비용(2차),J
2007,J9001022,(폐결핵)흉부방사선(직촬14X14),(폐결핵)흉부방사선(직촬14X14),J
2007,J9001023,(폐결핵)흉부방사선(직촬14X17),(폐결핵)흉부방사선(직촬14X17),J
2007,J9001024,(폐결핵)결핵균집균도말검사,(폐결핵)결핵균집균도말검사,J
2007,J9001025,(고혈압당뇨)정밀안저검사,(고혈압당뇨)정밀안저검사,J
2007,J9001026,(고혈압)심전도검사,(고혈압)심전도검사,J
2007,J9001027,(고지혈증)트리글리세라이드,(고지혈증)트리글리세라이드,J
2007,J9001028,(고지혈증)HDL콜레스테롤,(고지혈증)HDL콜레스테롤,J
2007,J9001029,(간장질환)알부민,(간장질환)알부민,J
2003,B1101010,흉부방사선검사(70mm),흉부방사선검사(70mm),B
2003,B1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,B
2003,B1101012,간염검사,간염검사,B
2003,B1101013,흉부방사선검사(100mm),흉부방사선검사(100mm),B
2003,B2101021,상담료및행정비용(2차),상담료및행정비용(2차),B
2003,B2101022,폐결핵및흉부방사선직촬,폐결핵및흉부방사선직촬,B
2003,B2101023,결핵균집균도말검사,결핵균집균도말검사,B
2003,B2101024,기타흉부질환(직촬),기타흉부질환(직촬),B
2003,B2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),B
2003,B2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),B
2003,B2101027,고지혈증,고지혈증,B
2003,B2101028,간장질환(간염포함),간장질환(간염포함),B
2009,D3102044,(위암)병리조직검사1-3개,(위암)병리조직검사1-3개,D
2003,B2101029,간장질환(간염미포함),간장질환(간염미포함),B
2003,B2101030,당뇨질환,당뇨질환,B
2003,B2101031,신장질환,신장질환,B
2003,B2101032,빈혈증,빈혈증,B
2003,B2101033,정밀안저검사동시실시,정밀안저검사동시실시,B
2003,C1101001,구강검사,구강검사,C
2003,D9001001,암상담료및행정비용,암상담료및행정비용,D
2003,D9001002,위장조영촬영(위암),위장조영촬영(위암),D
2003,D9001003,상부소화관내시경검사,상부소화관내시경검사,D
2003,D9001004,위조직검사,위조직검사,D
2003,D9001005,간초음파검사(간암),간초음파검사(간암),D
2003,D9001006,분변잠혈반응검사(대장암),분변잠혈반응검사(대장암),D
2003,D9001007,결장단순조영촬영,결장단순조영촬영,D
2003,D9001008,결장경검사,결장경검사,D
2003,D9001009,S상결장경검사,S상결장경검사,D
2003,D9001010,직장경검사,직장경검사,D
2003,D9001011,대장조직검사,대장조직검사,D
2003,D9001012,유방단순촬영,유방단순촬영,D
2003,D9001013,유방조직검사,유방조직검사,D
2014,A1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),A
2014,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2014,A1101021,노인신체기능검사,노인신체기능검사,A
2014,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2014,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2014,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2014,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2014,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2014,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2014,D3202076,(대장암)전처치재료4L,(대장암)전처치재료4L,D
2014,D3202077,(대장암)내시경하생검,(대장암)내시경하생검,D
2014,D3202078,(대장암)병리조직검사1-3개,(대장암)병리조직검사1-3개,D
2014,D3202079,(대장암)병리조직검사4-6개,(대장암)병리조직검사4-6개,D
2014,D3202080,(대장암)병리조직검사7-9개,(대장암)병리조직검사7-9개,D
2014,D3202081,(대장암)병리조직검사10-12개,(대장암)병리조직검사10-12개,D
2014,D3202082,(대장암)병리조직검사13개이상,(대장암)병리조직검사13개이상,D
2014,D3301012,(유방암)유방촬영(직촬),(유방암)유방촬영(직촬),D
2014,D3301023,(유방암)상담료및행정비용,(유방암)상담료및행정비용,D
2014,D3301039,(유방암)유방촬영(CR/DR),(유방암)유방촬영(CR/DR),D
2014,D3301040,(유방암)유방촬영(FullPacs),(유방암)유방촬영(FullPacs),D
2014,D3301047,(유방암)상담료공휴일가산,(유방암)상담료공휴일가산,D
2016,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2016,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2016,A1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),A
2016,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2016,A1101021,노인신체기능검사,노인신체기능검사,A
2016,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2016,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2016,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2016,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2016,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2016,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2016,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2016,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2016,A1102044,촬영및판독료,촬영및판독료,A
2016,A1102045,필름14*14,필름14*14,A
2016,A1102046,필름14*17,필름14*17,A
2016,A1102047,CRorDR,CRorDR,A
2016,A1102048,FullPACS,FullPACS,A
2016,A2101030,2차사후상담,2차사후상담,A
2016,A2101031,식전혈당(혈액화학분석기),식전혈당(혈액화학분석기),A
2016,A2101032,생활습관흡연,생활습관흡연,A
2016,A2101033,생활습관음주,생활습관음주,A
2016,A2101034,생활습관운동,생활습관운동,A
2016,A2101035,생활습관영양,생활습관영양,A
2016,A2101036,생활습관비만,생활습관비만,A
2016,A2101037,생활습관상담료(기본료),생활습관상담료(기본료),A
2016,A2101038,CES-D우울증검사,CES-D우울증검사,A
2016,A2101039,GDS우울증검사,GDS우울증검사,A
2016,A2101040,KDSQ-C인지기능장애검사,KDSQ-C인지기능장애검사,A
2016,A2101041,식전혈당(자가혈당측정기),식전혈당(자가혈당측정기),A
2016,A2101043,2차사후상담공휴일가산,2차사후상담공휴일가산,A
2016,D3101001,(위암)상담료및행정비용,(위암)상담료및행정비용,D
2016,D3101002,(위암)위장조영검사(직촬),(위암)위장조영검사(직촬),D
2016,D3101003,(위암)위내시경검사,(위암)위내시경검사,D
2016,D3101004,(위암)조직검사(1-3),(위암)조직검사(1-3),D
2016,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2016,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2016,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2016,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2016,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2016,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2016,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2016,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2016,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2015,F9001001,구강검진,구강검진,F
2015,F9001002,구강검진공휴일가산,구강검진공휴일가산,F
2015,E9001001,상담및행정비용,상담및행정비용,E
2015,E9001002,발달평가및상담,발달평가및상담,E
2015,E9001003,건강교육(안전),건강교육(안전),E
2015,E9001004,건강교육(영양),건강교육(영양),E
2015,E9001005,건강교육(수면),건강교육(수면),E
2015,E9001006,건강교육(구강),건강교육(구강),E
2015,E9001007,건강교육(취학전교육),건강교육(취학전교육),E
2015,E9001008,건강교육(대소변가리기),건강교육(대소변가리기),E
2015,E9001009,건강교육(정서및사회성),건강교육(정서및사회성),E
2018,P3101001,상담료,상담료,P
2018,P3101002,공휴일가산,공휴일가산,P
2018,P3102005,요검사,요검사,P
2018,P3103010,총콜레스테롤,총콜레스테롤,P
2018,P3103011,트리글리세라이드,트리글리세라이드,P
2018,P3103012,HDL콜레스테롤,HDL콜레스테롤,P
2018,P3103014,공복혈당,공복혈당,P
2018,P3103028,LDL콜레스테롤,LDL콜레스테롤,P
2018,P3104051,실시간역전사중합효소연쇄반응법(정성),실시간역전사중합효소연쇄반응법(정성),P
2018,P3104052,실시간역전사중합효소연쇄반응법(정량),실시간역전사중합효소연쇄반응법(정량),P
2018,P3105053,매독감작혈구응집[일반면역검사](정성),매독감작혈구응집[일반면역검사](정성),P
2018,P3105054,매독감작혈구응집[일반면역검사](역가),매독감작혈구응집[일반면역검사](역가),P
2018,P3105055,매독항체[정밀면역검사](정성),매독항체[정밀면역검사](정성),P
2018,P3106056,장애인안전편의관리비,장애인안전편의관리비,P
2006,J9001042,(빈혈증)백혈구수,(빈혈증)백혈구수,J
2006,J9001043,(빈혈증)적혈구수,(빈혈증)적혈구수,J
2006,J9001044,(당뇨질환)식전혈당,(당뇨질환)식전혈당,J
2006,J9001045,(당뇨질환)식후혈당,(당뇨질환)식후혈당,J
2006,B1101008,요검사,요검사,B
2006,B1101009,심전도검사,심전도검사,B
2007,A1101001,상담료및행정비용,상담료및행정비용,A
2007,A1101002,AST(SGOT),AST(SGOT),A
2007,A1101003,ALT(SGPT),ALT(SGPT),A
2007,A1101004,혈당(식전),혈당(식전),A
2007,A1101005,총콜레스테롤,총콜레스테롤,A
2007,A1101008,요검사,요검사,A
2007,B2101033,생활습관음주,생활습관음주,B
2007,B2101034,생활습관운동,생활습관운동,B
2007,B2101035,생활습관영양,생활습관영양,B
2007,B2101036,생활습관비만,생활습관비만,B
2007,B2101037,생활습관상담료(기본료),생활습관상담료(기본료),B
2007,B2101038,CES-D우울증검사,CES-D우울증검사,B
2007,B2101039,GDS우울증검사,GDS우울증검사,B
2007,B2101040,KSDQ-C인지기능장애검사,KSDQ-C인지기능장애검사,B
2007,C1101001,구강검사진찰및상담,구강검사진찰및상담,C
2007,C1101002,치면세균막검사,치면세균막검사,C
2007,D3101001,(위암)상담료및행정비용,(위암)상담료및행정비용,D
2007,D3101002,(위암)위장조영촬영,(위암)위장조영촬영,D
2007,D3101003,(위암)상부소화관내시경,(위암)상부소화관내시경,D
2007,D3101004,(위암)조직검사,(위암)조직검사,D
2007,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2007,D3201007,(대장암)결장이중조영촬영,(대장암)결장이중조영촬영,D
2007,D3201008,(대장암)결장경검사,(대장암)결장경검사,D
2007,D3201011,(대장암)조직검사,(대장암)조직검사,D
2007,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2007,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
